sum_area,total_cost,percent_area,num_pu,target
1301788.7999999993,5777.688272675034,1.5289657549268407,488,20
2147417.9999999995,14927.501479347702,2.5221668703198916,805,30
3499891.2,30376.90313073015,4.110662029639377,1312,40
4694975.999999999,43622.004611690994,5.514302722686968,1760,50
6356890.800000001,62549.405084331986,7.466240561456279,2383,60
7744042.799999999,83459.73432536935,9.095466365886516,2903,70
9171208.799999999,104279.95304723596,10.771689068521475,3438,80
12214940.399999995,156157.2259564004,14.346586458627058,4579,90
15653476.799999995,283271.5441181264,18.385186577685868,5868,100
